feedback_id,order_id,user_id,rating,comments
FB435,Ord435,U958,5,"Overall, an outstanding experience! Highly recommended."
FB436,Ord436,U652,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB437,Ord437,U205,4,Medicines arrived in excellent condition.
FB438,Ord438,U690,1,The delivery person was rude and unprofessional.
FB439,Ord439,U541,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB440,Ord440,U337,4,Updates about delivery status were timely and accurate.
FB441,Ord441,U612,5,I received timely updates about my delivery status.
FB442,Ord442,U963,1,Medicines were damaged during delivery.
FB443,Ord443,U592,1,There were no updates provided about the delivery status.
FB444,Ord444,U757,4,"Delivery was on time, and the medicines were well-packaged."
FB445,Ord445,U714,3,The delivery person was polite and professional.
FB446,Ord446,U705,2,"Delivery was late, but at least the medicines were intact."
FB447,Ord447,U845,2,The delivery packaging was subpar.
FB448,Ord448,U929,5,Ordering process was seamless and quick.
FB449,Ord449,U989,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB450,Ord450,U876,5,Medicines were delivered accurately and securely.
FB451,Ord451,U482,1,"The delivery was delayed, and no explanation was given."
FB452,Ord452,U444,5,The website is very user-friendly and easy to navigate.
FB453,Ord453,U255,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB454,Ord454,U856,1,"Delivery was late, and the medicines were not properly packaged."
FB455,Ord455,U646,1,There were no updates provided about the delivery status.
FB456,Ord456,U340,1,"The delivery was delayed, and no explanation was given."
FB457,Ord457,U541,5,The website is very user-friendly and easy to navigate.
FB458,Ord458,U936,2,The website needs improvement; it was challenging to navigate.
FB459,Ord459,U995,4,Medicines arrived in excellent condition.
FB460,Ord460,U419,2,"Delivery was late, but at least the medicines were intact."
FB461,Ord461,U421,5,The website is very user-friendly and easy to navigate.
FB462,Ord462,U899,2,Customer service was slow to respond to my queries.
FB463,Ord463,U335,2,The website needs improvement; it was challenging to navigate.
FB464,Ord464,U239,3,The website is functional but could use some updates for better usability.
FB465,Ord465,U780,3,The website is functional but could use some updates for better usability.
FB466,Ord466,U243,5,Medicines were delivered accurately and securely.
FB467,Ord467,U653,2,The ordering process was tedious and time-consuming.
FB468,Ord468,U603,1,"Very poor service, I am not satisfied at all."
FB469,Ord469,U449,2,The website needs improvement; it was challenging to navigate.
FB470,Ord470,U654,1,Medicines were damaged during delivery.
FB471,Ord471,U250,5,"Delivery was exactly as scheduled, with great communication."
FB472,Ord472,U283,1,Medicines were damaged during delivery.
FB473,Ord473,U334,4,Customer service was prompt and helpful.
FB474,Ord474,U897,1,"The website was not user-friendly, and the ordering process was complicated."
FB475,Ord475,U310,2,"My delivery was incomplete, missing some items."
FB476,Ord476,U973,1,Medicines were damaged during delivery.
FB477,Ord477,U252,4,"Medicines were delivered as ordered, and the packaging was secure."
FB478,Ord478,U655,1,"The website was not user-friendly, and the ordering process was complicated."
FB479,Ord479,U796,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB480,Ord480,U584,1,Medicines were damaged during delivery.
FB481,Ord481,U952,2,The delivery packaging was subpar.
FB482,Ord482,U751,5,The website is very user-friendly and easy to navigate.
FB483,Ord483,U565,3,"Overall experience was average, with room for improvement."
FB484,Ord484,U297,4,The website is easy to use and navigate.
FB485,Ord485,U329,5,"Delivery was exactly as scheduled, with great communication."
FB486,Ord486,U845,4,"Delivery was delayed slightly, but communication was clear."
FB487,Ord487,U246,4,"Delivery was delayed slightly, but communication was clear."
FB488,Ord488,U239,5,I received timely updates about my delivery status.
FB489,Ord489,U719,1,"Delivery was late, and the medicines were not properly packaged."
FB490,Ord490,U393,5,I received timely updates about my delivery status.
FB491,Ord491,U714,5,Medicines arrived in perfect condition and on time.
FB492,Ord492,U318,2,"My delivery was incomplete, missing some items."
FB493,Ord493,U374,2,The delivery packaging was subpar.
FB494,Ord494,U502,3,"The delivery was on time, but packaging could be better."
FB495,Ord495,U924,1,"Delivery was late, and the medicines were not properly packaged."
FB496,Ord496,U951,1,Medicines were damaged during delivery.
FB497,Ord497,U264,1,"The website was not user-friendly, and the ordering process was complicated."
FB498,Ord498,U667,3,The website is functional but could use some updates for better usability.
FB499,Ord499,U513,2,The delivery person arrived much later than the estimated time.
FB500,Ord500,U606,3,"Ordering process was straightforward, but some items were out of stock."
FB501,Ord501,U292,1,Medicines were damaged during delivery.
FB502,Ord502,U655,4,Medicines arrived in excellent condition.
FB503,Ord503,U818,5,I received timely updates about my delivery status.
FB504,Ord504,U504,1,The delivery person was rude and unprofessional.
FB505,Ord505,U683,5,"Overall, an outstanding experience! Highly recommended."
FB506,Ord506,U464,5,I received timely updates about my delivery status.
FB507,Ord507,U224,5,I received timely updates about my delivery status.
FB508,Ord508,U203,4,"Delivery was delayed slightly, but communication was clear."
FB509,Ord509,U845,5,"Excellent customer service, very prompt and helpful."
FB510,Ord510,U223,4,"Delivery was delayed slightly, but communication was clear."
FB511,Ord511,U564,3,"Delivery was late, but customer service resolved the issue."
FB512,Ord512,U596,1,The wrong medicines were delivered to me.
FB513,Ord513,U862,2,The website needs improvement; it was challenging to navigate.
FB514,Ord514,U691,3,"Ordering process was straightforward, but some items were out of stock."
FB515,Ord515,U773,4,"Overall experience was good, with minor room for improvement."
FB516,Ord516,U926,4,Updates about delivery status were timely and accurate.
FB517,Ord517,U408,1,I had to call customer service multiple times to resolve issues.
FB518,Ord518,U321,3,"Delivery was late, but customer service resolved the issue."
FB519,Ord519,U780,5,The delivery person was very polite and professional.
FB520,Ord520,U712,5,Ordering process was seamless and quick.
FB521,Ord521,U746,4,The website is easy to use and navigate.
FB522,Ord522,U612,4,Ordering process was smooth and hassle-free.
FB523,Ord523,U642,2,"Delivery was late, but at least the medicines were intact."
FB524,Ord524,U856,2,Communication about the delivery status was lacking.
FB525,Ord525,U476,2,Communication about the delivery status was lacking.
FB526,Ord526,U706,4,"Overall experience was good, with minor room for improvement."
FB527,Ord527,U483,3,Communication about delivery status was adequate but could be improved.
FB528,Ord528,U803,5,Medicines were delivered accurately and securely.
FB529,Ord529,U493,4,"Delivery was on time, and the medicines were well-packaged."
FB530,Ord530,U821,5,"Excellent customer service, very prompt and helpful."
FB531,Ord531,U254,4,"Overall experience was good, with minor room for improvement."
FB532,Ord532,U801,3,The delivery person was polite and professional.
FB533,Ord533,U688,5,"Overall, an outstanding experience! Highly recommended."
FB534,Ord534,U333,5,"Delivery was exactly as scheduled, with great communication."
FB535,Ord535,U220,2,The ordering process was tedious and time-consuming.
FB536,Ord536,U487,3,"Overall experience was average, with room for improvement."
FB537,Ord537,U672,3,Communication about delivery status was adequate but could be improved.
FB538,Ord538,U679,3,"The delivery was on time, but packaging could be better."
FB539,Ord539,U346,1,The delivery person was rude and unprofessional.
FB540,Ord540,U704,4,"Delivery was delayed slightly, but communication was clear."
FB541,Ord541,U297,3,"Ordering process was straightforward, but some items were out of stock."
FB542,Ord542,U262,4,The website is easy to use and navigate.
FB543,Ord543,U726,4,Ordering process was smooth and hassle-free.
FB544,Ord544,U908,3,"Overall experience was average, with room for improvement."
FB545,Ord545,U236,5,The delivery person was very polite and professional.
FB546,Ord546,U808,2,Communication about the delivery status was lacking.
FB547,Ord547,U585,1,"Delivery was late, and the medicines were not properly packaged."
FB548,Ord548,U963,5,Medicines arrived in perfect condition and on time.
FB549,Ord549,U833,2,The ordering process was tedious and time-consuming.
FB550,Ord550,U230,4,"Delivery was on time, and the medicines were well-packaged."
FB551,Ord551,U724,3,"Overall experience was average, with room for improvement."
FB552,Ord552,U416,2,"Medicines were out of stock, causing a delay in delivery."
FB553,Ord553,U367,5,Ordering process was seamless and quick.
FB554,Ord554,U288,3,Communication about delivery status was adequate but could be improved.
FB555,Ord555,U256,4,"Medicines were delivered as ordered, and the packaging was secure."
FB556,Ord556,U830,5,The delivery person was very polite and professional.
FB557,Ord557,U978,1,"The website was not user-friendly, and the ordering process was complicated."
FB558,Ord558,U883,3,"Ordering process was straightforward, but some items were out of stock."
FB559,Ord559,U433,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB560,Ord560,U662,1,The wrong medicines were delivered to me.
FB561,Ord561,U654,2,The website needs improvement; it was challenging to navigate.
FB562,Ord562,U525,3,"Ordering process was straightforward, but some items were out of stock."
FB563,Ord563,U930,4,"Overall experience was good, with minor room for improvement."
FB564,Ord564,U732,5,The delivery person was very polite and professional.
FB565,Ord565,U799,1,"Delivery was late, and the medicines were not properly packaged."
FB566,Ord566,U266,1,"Delivery was late, and the medicines were not properly packaged."
FB567,Ord567,U343,3,The delivery person was polite and professional.
FB568,Ord568,U994,2,Customer service was slow to respond to my queries.
FB569,Ord569,U589,2,The ordering process was tedious and time-consuming.
FB570,Ord570,U686,5,The delivery person was very polite and professional.
FB571,Ord571,U870,4,The website is easy to use and navigate.
FB572,Ord572,U212,1,"The website was not user-friendly, and the ordering process was complicated."
FB573,Ord573,U215,2,The delivery person arrived much later than the estimated time.
FB574,Ord574,U985,1,There were no updates provided about the delivery status.
FB575,Ord575,U217,4,"Delivery was on time, and the medicines were well-packaged."
FB576,Ord576,U351,1,"The delivery was delayed, and no explanation was given."
FB577,Ord577,U668,2,The delivery packaging was subpar.
FB578,Ord578,U516,5,"Delivery was exactly as scheduled, with great communication."
FB579,Ord579,U299,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB580,Ord580,U898,2,The delivery packaging was subpar.
FB581,Ord581,U465,4,The delivery person was courteous and professional.
FB582,Ord582,U683,1,"The delivery was delayed, and no explanation was given."
FB583,Ord583,U405,2,"Medicines were out of stock, causing a delay in delivery."
FB584,Ord584,U824,4,Updates about delivery status were timely and accurate.
FB585,Ord585,U849,3,"The delivery was on time, but packaging could be better."
FB586,Ord586,U227,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB587,Ord587,U935,4,"Delivery was delayed slightly, but communication was clear."
FB588,Ord588,U585,5,I received timely updates about my delivery status.
FB589,Ord589,U260,3,The delivery person was polite and professional.
FB590,Ord590,U987,2,The delivery packaging was subpar.
FB591,Ord591,U787,2,The ordering process was tedious and time-consuming.
FB592,Ord592,U876,5,I received timely updates about my delivery status.
FB593,Ord593,U756,2,Overall experience was below average.
FB594,Ord594,U444,4,"Delivery was delayed slightly, but communication was clear."
FB595,Ord595,U508,5,"Delivery was exactly as scheduled, with great communication."
FB596,Ord596,U805,2,Customer service was slow to respond to my queries.
FB597,Ord597,U730,2,Overall experience was below average.
FB598,Ord598,U767,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB599,Ord599,U822,3,"Ordering process was straightforward, but some items were out of stock."
FB600,Ord600,U432,3,The delivery person was polite and professional.
FB601,Ord601,U282,2,The delivery packaging was subpar.
FB602,Ord602,U299,1,The wrong medicines were delivered to me.
FB603,Ord603,U630,2,"Medicines were out of stock, causing a delay in delivery."
FB604,Ord604,U757,1,I did not receive all the items I ordered.
FB605,Ord605,U809,1,I had to call customer service multiple times to resolve issues.
FB606,Ord606,U463,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB607,Ord607,U350,2,The delivery person arrived much later than the estimated time.
FB608,Ord608,U223,2,The delivery packaging was subpar.
FB609,Ord609,U421,2,The ordering process was tedious and time-consuming.
FB610,Ord610,U322,4,The delivery person was courteous and professional.
FB611,Ord611,U794,2,The delivery packaging was subpar.
FB612,Ord612,U344,3,"The delivery was on time, but packaging could be better."
FB613,Ord613,U751,2,Communication about the delivery status was lacking.
FB614,Ord614,U639,1,The wrong medicines were delivered to me.
FB615,Ord615,U255,5,"Overall, an outstanding experience! Highly recommended."
FB616,Ord616,U870,4,Customer service was prompt and helpful.
FB617,Ord617,U257,3,"Customer service was helpful, but the response time was slow."
FB618,Ord618,U942,2,Overall experience was below average.
FB619,Ord619,U626,1,Medicines were damaged during delivery.
FB620,Ord620,U281,3,The delivery person was polite and professional.
FB621,Ord621,U282,5,Medicines arrived in perfect condition and on time.
FB622,Ord622,U809,2,The website needs improvement; it was challenging to navigate.
FB623,Ord623,U697,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB624,Ord624,U775,1,The delivery person was rude and unprofessional.
FB625,Ord625,U782,5,The website is very user-friendly and easy to navigate.
FB626,Ord626,U755,4,"Delivery was delayed slightly, but communication was clear."
FB627,Ord627,U365,4,Updates about delivery status were timely and accurate.
FB628,Ord628,U249,5,"Delivery was exactly as scheduled, with great communication."
FB629,Ord629,U676,3,"Customer service was helpful, but the response time was slow."
FB630,Ord630,U601,1,The delivery person was rude and unprofessional.
FB631,Ord631,U462,4,Medicines arrived in excellent condition.
FB632,Ord632,U599,3,"Customer service was helpful, but the response time was slow."
FB633,Ord633,U908,1,I had to call customer service multiple times to resolve issues.
FB634,Ord634,U672,5,Ordering process was seamless and quick.
FB635,Ord635,U804,2,Customer service was slow to respond to my queries.
FB636,Ord636,U302,5,I received timely updates about my delivery status.
FB637,Ord637,U221,1,There were no updates provided about the delivery status.
FB638,Ord638,U213,4,"Overall experience was good, with minor room for improvement."
FB639,Ord639,U973,2,Communication about the delivery status was lacking.
FB640,Ord640,U958,2,The delivery person arrived much later than the estimated time.
FB641,Ord641,U567,4,Ordering process was smooth and hassle-free.
FB642,Ord642,U227,3,Communication about delivery status was adequate but could be improved.
FB643,Ord643,U811,5,"Excellent customer service, very prompt and helpful."
FB644,Ord644,U965,2,"Delivery was late, but at least the medicines were intact."
FB645,Ord645,U697,5,Ordering process was seamless and quick.
FB646,Ord646,U248,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB647,Ord647,U409,2,Customer service was slow to respond to my queries.
FB648,Ord648,U331,4,Updates about delivery status were timely and accurate.
FB649,Ord649,U870,1,"Delivery was late, and the medicines were not properly packaged."
FB650,Ord650,U394,1,"The website was not user-friendly, and the ordering process was complicated."
FB651,Ord651,U953,1,"The delivery was delayed, and no explanation was given."
FB652,Ord652,U223,4,Medicines arrived in excellent condition.
FB653,Ord653,U614,3,"The delivery was on time, but packaging could be better."
FB654,Ord654,U680,4,Updates about delivery status were timely and accurate.
FB655,Ord655,U416,5,The website is very user-friendly and easy to navigate.
FB656,Ord656,U762,1,Medicines were damaged during delivery.
FB657,Ord657,U281,2,The delivery packaging was subpar.
FB658,Ord658,U917,4,"Medicines were delivered as ordered, and the packaging was secure."
FB659,Ord659,U833,5,Medicines arrived in perfect condition and on time.
FB660,Ord660,U505,5,"Overall, an outstanding experience! Highly recommended."
FB661,Ord661,U892,5,Medicines were delivered accurately and securely.
FB662,Ord662,U462,1,"Very poor service, I am not satisfied at all."
FB663,Ord663,U701,2,The delivery person arrived much later than the estimated time.
FB664,Ord664,U516,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB665,Ord665,U465,2,Customer service was slow to respond to my queries.
FB666,Ord666,U763,3,"Customer service was helpful, but the response time was slow."
FB667,Ord667,U686,1,"Delivery was late, and the medicines were not properly packaged."
FB668,Ord668,U288,3,Communication about delivery status was adequate but could be improved.
FB669,Ord669,U677,2,Customer service was slow to respond to my queries.
FB670,Ord670,U567,3,"Customer service was helpful, but the response time was slow."
FB671,Ord671,U918,1,"The delivery was delayed, and no explanation was given."
FB672,Ord672,U668,1,There were no updates provided about the delivery status.
FB673,Ord673,U895,5,The website is very user-friendly and easy to navigate.
FB674,Ord674,U864,4,"Delivery was on time, and the medicines were well-packaged."
FB675,Ord675,U595,2,"My delivery was incomplete, missing some items."
FB676,Ord676,U298,3,"Delivery was late, but customer service resolved the issue."
FB677,Ord677,U246,5,The website is very user-friendly and easy to navigate.
FB678,Ord678,U415,4,"Overall experience was good, with minor room for improvement."
FB679,Ord679,U329,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB680,Ord680,U428,2,"Delivery was late, but at least the medicines were intact."
FB681,Ord681,U780,4,The delivery person was courteous and professional.
FB682,Ord682,U874,3,"Delivery was late, but customer service resolved the issue."
FB683,Ord683,U303,3,"Ordering process was straightforward, but some items were out of stock."
FB684,Ord684,U709,4,The website is easy to use and navigate.
FB685,Ord685,U446,1,I did not receive all the items I ordered.
FB686,Ord686,U743,2,The delivery packaging was subpar.
FB687,Ord687,U946,1,I had to call customer service multiple times to resolve issues.
FB688,Ord688,U679,4,"Overall experience was good, with minor room for improvement."
FB689,Ord689,U685,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB690,Ord690,U567,4,Updates about delivery status were timely and accurate.
FB691,Ord691,U634,3,"The delivery was on time, but packaging could be better."
FB692,Ord692,U974,5,Ordering process was seamless and quick.
FB693,Ord693,U970,1,"Delivery was late, and the medicines were not properly packaged."
FB694,Ord694,U994,1,"Delivery was late, and the medicines were not properly packaged."
FB695,Ord695,U585,4,Customer service was prompt and helpful.
FB696,Ord696,U935,2,"Medicines were out of stock, causing a delay in delivery."
FB697,Ord697,U681,3,The delivery person was polite and professional.
FB698,Ord698,U648,3,"The delivery was on time, but packaging could be better."
FB699,Ord699,U450,2,Overall experience was below average.
FB700,Ord700,U556,1,"Delivery was late, and the medicines were not properly packaged."
FB701,Ord701,U402,2,"My delivery was incomplete, missing some items."
FB702,Ord702,U947,1,I had to call customer service multiple times to resolve issues.
FB703,Ord703,U697,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB704,Ord704,U519,4,The delivery person was courteous and professional.
FB705,Ord705,U875,3,"Customer service was helpful, but the response time was slow."
FB706,Ord706,U969,3,The website is functional but could use some updates for better usability.
FB707,Ord707,U836,2,Communication about the delivery status was lacking.
FB708,Ord708,U953,3,"Customer service was helpful, but the response time was slow."
FB709,Ord709,U527,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB710,Ord710,U717,5,"Overall, an outstanding experience! Highly recommended."
FB711,Ord711,U901,5,I received timely updates about my delivery status.
FB712,Ord712,U636,3,"Delivery was late, but customer service resolved the issue."
FB713,Ord713,U603,5,"Excellent customer service, very prompt and helpful."
FB714,Ord714,U913,2,The ordering process was tedious and time-consuming.
FB715,Ord715,U815,1,The delivery person was rude and unprofessional.
FB716,Ord716,U911,4,"Delivery was delayed slightly, but communication was clear."
FB717,Ord717,U744,3,"Ordering process was straightforward, but some items were out of stock."
FB718,Ord718,U799,3,"The delivery was on time, but packaging could be better."
FB719,Ord719,U290,3,"Customer service was helpful, but the response time was slow."
FB720,Ord720,U441,2,"Medicines were out of stock, causing a delay in delivery."
FB721,Ord721,U476,3,The delivery person was polite and professional.
FB722,Ord722,U477,4,Ordering process was smooth and hassle-free.
FB723,Ord723,U584,3,"Delivery was late, but customer service resolved the issue."
FB724,Ord724,U968,1,"Delivery was late, and the medicines were not properly packaged."
FB725,Ord725,U925,2,"Medicines were out of stock, causing a delay in delivery."
FB726,Ord726,U831,1,"The website was not user-friendly, and the ordering process was complicated."
FB727,Ord727,U830,4,"Overall experience was good, with minor room for improvement."
FB728,Ord728,U370,1,I had to call customer service multiple times to resolve issues.
FB729,Ord729,U851,3,The website is functional but could use some updates for better usability.
FB730,Ord730,U792,1,I had to call customer service multiple times to resolve issues.
FB731,Ord731,U479,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB732,Ord732,U735,3,"Customer service was helpful, but the response time was slow."
FB733,Ord733,U314,3,The delivery person was polite and professional.
FB734,Ord734,U839,3,The website is functional but could use some updates for better usability.
FB735,Ord735,U334,5,"Overall, an outstanding experience! Highly recommended."
FB736,Ord736,U421,2,"Delivery was late, but at least the medicines were intact."
FB737,Ord737,U900,1,The delivery person was rude and unprofessional.
FB738,Ord738,U446,2,"My delivery was incomplete, missing some items."
FB739,Ord739,U955,2,Communication about the delivery status was lacking.
FB740,Ord740,U870,5,I received timely updates about my delivery status.
FB741,Ord741,U226,4,"Medicines were delivered as ordered, and the packaging was secure."
FB742,Ord742,U973,3,Communication about delivery status was adequate but could be improved.
FB743,Ord743,U663,1,"Delivery was late, and the medicines were not properly packaged."
FB744,Ord744,U910,4,The delivery person was courteous and professional.
FB745,Ord745,U334,4,"Overall experience was good, with minor room for improvement."
FB746,Ord746,U417,2,Communication about the delivery status was lacking.
FB747,Ord747,U348,1,"The website was not user-friendly, and the ordering process was complicated."
FB748,Ord748,U831,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB749,Ord749,U901,2,Customer service was slow to respond to my queries.
FB750,Ord750,U491,3,"Overall experience was average, with room for improvement."
FB751,Ord751,U834,5,"Delivery was exactly as scheduled, with great communication."
FB752,Ord752,U912,1,The wrong medicines were delivered to me.
FB753,Ord753,U492,1,The wrong medicines were delivered to me.
FB754,Ord754,U462,5,Medicines were delivered accurately and securely.
FB755,Ord755,U396,1,"The website was not user-friendly, and the ordering process was complicated."
FB756,Ord756,U882,2,"Delivery was late, but at least the medicines were intact."
FB757,Ord757,U685,4,Ordering process was smooth and hassle-free.
FB758,Ord758,U302,2,Overall experience was below average.
FB759,Ord759,U428,3,The website is functional but could use some updates for better usability.
FB760,Ord760,U975,4,"Medicines were delivered as ordered, and the packaging was secure."
FB761,Ord761,U540,1,"Delivery was late, and the medicines were not properly packaged."
FB762,Ord762,U490,5,The delivery person was very polite and professional.
FB763,Ord763,U979,2,The website needs improvement; it was challenging to navigate.
FB764,Ord764,U864,4,"Medicines were delivered as ordered, and the packaging was secure."
FB765,Ord765,U358,3,"Customer service was helpful, but the response time was slow."
FB766,Ord766,U660,3,"The delivery was on time, but packaging could be better."
FB767,Ord767,U378,2,Customer service was slow to respond to my queries.
FB768,Ord768,U658,4,Medicines arrived in excellent condition.
FB769,Ord769,U650,2,"Medicines were out of stock, causing a delay in delivery."
FB770,Ord770,U352,5,Medicines arrived in perfect condition and on time.
FB771,Ord771,U419,2,Customer service was slow to respond to my queries.
FB772,Ord772,U566,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB773,Ord773,U425,3,"Delivery was late, but customer service resolved the issue."
FB774,Ord774,U361,1,"The delivery was delayed, and no explanation was given."
FB775,Ord775,U342,5,The delivery person was very polite and professional.
FB776,Ord776,U551,1,I had to call customer service multiple times to resolve issues.
FB777,Ord777,U292,4,Ordering process was smooth and hassle-free.
FB778,Ord778,U865,4,"Medicines were delivered as ordered, and the packaging was secure."
FB779,Ord779,U934,4,"Delivery was on time, and the medicines were well-packaged."
FB780,Ord780,U458,4,The delivery person was courteous and professional.
FB781,Ord781,U412,1,Medicines were damaged during delivery.
FB782,Ord782,U576,2,"Delivery was late, but at least the medicines were intact."
FB783,Ord783,U698,5,The website is very user-friendly and easy to navigate.
FB784,Ord784,U950,1,I had to call customer service multiple times to resolve issues.
FB785,Ord785,U303,2,The ordering process was tedious and time-consuming.
FB786,Ord786,U207,3,"Customer service was helpful, but the response time was slow."
FB787,Ord787,U683,4,Ordering process was smooth and hassle-free.
FB788,Ord788,U563,3,"Customer service was helpful, but the response time was slow."
FB789,Ord789,U823,1,The delivery person was rude and unprofessional.
FB790,Ord790,U416,5,The delivery person was very polite and professional.
FB791,Ord791,U864,3,The website is functional but could use some updates for better usability.
FB792,Ord792,U700,4,"Delivery was on time, and the medicines were well-packaged."
FB793,Ord793,U467,1,Medicines were damaged during delivery.
FB794,Ord794,U447,3,"Ordering process was straightforward, but some items were out of stock."
FB795,Ord795,U843,2,Customer service was slow to respond to my queries.
FB796,Ord796,U334,4,"Overall experience was good, with minor room for improvement."
FB797,Ord797,U507,4,The website is easy to use and navigate.
FB798,Ord798,U906,3,"Ordering process was straightforward, but some items were out of stock."
FB799,Ord799,U332,2,The website needs improvement; it was challenging to navigate.
FB800,Ord800,U395,4,"Delivery was delayed slightly, but communication was clear."
FB801,Ord801,U859,3,"The delivery was on time, but packaging could be better."
FB802,Ord802,U860,3,"Overall experience was average, with room for improvement."
FB803,Ord803,U356,4,The delivery person was courteous and professional.
FB804,Ord804,U326,3,The website is functional but could use some updates for better usability.
FB805,Ord805,U873,4,"Overall experience was good, with minor room for improvement."
FB806,Ord806,U756,4,Customer service was prompt and helpful.
FB807,Ord807,U753,2,Communication about the delivery status was lacking.
FB808,Ord808,U511,3,"Ordering process was straightforward, but some items were out of stock."
FB809,Ord809,U862,1,"The website was not user-friendly, and the ordering process was complicated."
FB810,Ord810,U664,3,"Customer service was helpful, but the response time was slow."
FB811,Ord811,U472,4,Updates about delivery status were timely and accurate.
FB812,Ord812,U566,5,Medicines were delivered accurately and securely.
FB813,Ord813,U205,5,Medicines were delivered accurately and securely.
FB814,Ord814,U532,3,The delivery person was polite and professional.
FB815,Ord815,U731,5,"Overall, an outstanding experience! Highly recommended."
FB816,Ord816,U774,5,"Delivery was exactly as scheduled, with great communication."
FB817,Ord817,U390,4,The website is easy to use and navigate.
FB818,Ord818,U407,5,"Delivery was exactly as scheduled, with great communication."
FB819,Ord819,U619,5,The delivery person was very polite and professional.
FB820,Ord820,U378,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB821,Ord821,U682,2,Communication about the delivery status was lacking.
FB822,Ord822,U558,4,Updates about delivery status were timely and accurate.
FB823,Ord823,U964,2,"Delivery was late, but at least the medicines were intact."
FB824,Ord824,U727,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB825,Ord825,U725,1,The wrong medicines were delivered to me.
FB826,Ord826,U402,4,The website is easy to use and navigate.
FB827,Ord827,U704,2,The delivery packaging was subpar.
FB828,Ord828,U491,5,"Delivery was exactly as scheduled, with great communication."
FB829,Ord829,U520,5,Ordering process was seamless and quick.
FB830,Ord830,U689,1,"Delivery was late, and the medicines were not properly packaged."
FB831,Ord831,U519,3,Communication about delivery status was adequate but could be improved.
FB832,Ord832,U706,3,The website is functional but could use some updates for better usability.
FB833,Ord833,U708,1,There were no updates provided about the delivery status.
FB834,Ord834,U774,1,I did not receive all the items I ordered.
FB835,Ord835,U847,5,"Overall, an outstanding experience! Highly recommended."
FB836,Ord836,U845,1,"Delivery was late, and the medicines were not properly packaged."
FB837,Ord837,U796,5,The delivery person was very polite and professional.
FB838,Ord838,U372,4,The delivery person was courteous and professional.
FB839,Ord839,U458,5,The website is very user-friendly and easy to navigate.
FB840,Ord840,U450,5,Medicines were delivered accurately and securely.
FB841,Ord841,U223,4,The website is easy to use and navigate.
FB842,Ord842,U402,4,Ordering process was smooth and hassle-free.
FB843,Ord843,U303,3,Communication about delivery status was adequate but could be improved.
FB844,Ord844,U555,3,"Customer service was helpful, but the response time was slow."
FB845,Ord845,U515,3,"The delivery was on time, but packaging could be better."
FB846,Ord846,U584,4,Customer service was prompt and helpful.
FB847,Ord847,U567,2,"My delivery was incomplete, missing some items."
FB848,Ord848,U482,5,"Delivery was exactly as scheduled, with great communication."
FB849,Ord849,U422,2,The delivery person arrived much later than the estimated time.
FB850,Ord850,U610,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB851,Ord851,U290,1,"The delivery was delayed, and no explanation was given."
FB852,Ord852,U800,1,"Very poor service, I am not satisfied at all."
FB853,Ord853,U405,4,"Delivery was on time, and the medicines were well-packaged."
FB854,Ord854,U314,1,"Delivery was late, and the medicines were not properly packaged."
FB855,Ord855,U755,1,The delivery person was rude and unprofessional.
FB856,Ord856,U987,4,"Delivery was delayed slightly, but communication was clear."
FB857,Ord857,U789,4,Medicines arrived in excellent condition.
FB858,Ord858,U476,5,The website is very user-friendly and easy to navigate.
FB859,Ord859,U898,2,"Delivery was late, but at least the medicines were intact."
FB860,Ord860,U747,1,I had to call customer service multiple times to resolve issues.
FB861,Ord861,U535,4,"Delivery was delayed slightly, but communication was clear."
FB862,Ord862,U650,3,Communication about delivery status was adequate but could be improved.
FB863,Ord863,U498,3,"The delivery was on time, but packaging could be better."
FB864,Ord864,U643,4,"Medicines were delivered as ordered, and the packaging was secure."
FB865,Ord865,U405,5,"Excellent customer service, very prompt and helpful."
FB866,Ord866,U431,4,"Overall experience was good, with minor room for improvement."
FB867,Ord867,U905,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB868,Ord868,U398,5,Ordering process was seamless and quick.
FB869,Ord869,U470,4,Ordering process was smooth and hassle-free.
FB870,Ord870,U547,5,"Overall, an outstanding experience! Highly recommended."
